Material,Material Type,Description,Base UOM,Material Group
150009152,ZSTO,"POLISH ROD 1-1/2""X 30'",NO,15
150009153,ZSTO,"PONY ROD 1"" X 2 FT FRP",NO,15
150009154,ZSTO,"PONY ROD 1"" X 4 FT FRP",NO,15
150009155,ZSTO,"PONY ROD 1""X 6 FT FRP",NO,15
150009156,ZSTO,"TUBING 2-7/8"" OD 6.5 PPF N-80 THERMOPLAS INLINED",M,15
150009157,ZSTO,"CROSS OVER 3 1/2"",9.2 PPF ,P-110 VAM TOP PIN X 2 7/8"",6.4 PPF, P-110 VAM TOP PIN",NO,15
150009158,ZSTO,"FISHING TOOL RH DIE COLLAR TYPE B 4-1/2"" OD,TJ 2-7/8"" IF API B WICKER R",NO,15
150009159,ZSTO,"FISHING TOOL CHANGEOVER GUIDE FOR TYPEB RH DIE COLLAR FROM 4-1/2""-5-3/4"";FOR USE IN 7",NO,15
150009160,ZSTO,"FISHING TOOL CHANGEOVER GUIDE RH DIE COLLAR TYPE B X-OVER FOR 4 1/2""-8 3/8"";FOR 9 5/8""",NO,15
150009161,ZSTO,"FISHING TOOL CHANGEOVER GUIDE LH DIE COLLAR TYPE B X-OVER FOR 4 1/2""-5 3/4"";FOR 7"" CSG",NO,15
150009162,ZSTO,"FISHING TOOL LH DIE COLLAR TYPE B, MAXOD-4 1/2"",WICKER:3 3/4""-2"",TJ:2-7/8""IF API BOX",NO,15
150009163,ZSTO,"FISHING TOOL CHANGEOVER GUIDE LH DIE COLLAR TYPE B X-OVER 4 1/2""-8 3/8"";FOR 9 5/8""CSG",NO,15
150009164,ZSTO,"PRESSURE SAFETY VALVE 1.5""X3"" 2500# SS316",NO,15
150009165,ZSTO,"BRIDGE PLUG 5-1/2"" 20-23 PPF RETRIEVABLE",NO,15
150009166,ZSTO,"BRIDGE PLUG 7"" 32-35 PPF RETRIEVABLE",NO,15
150009167,ZSTO,"REDRESS KIT 7"" BRIDGE PLUG RETRIEVABLE",ST,15
150009168,ZSTO,"CROSS OVER 20"",133PPF, J55 BTC BOX X BIG OMEGA PIN, LENGTH 3 METER",NO,15
150009169,ZSTO,"PUP JOINT 30"",310 PPF X56 XLCS, LENGTH2M",NO,15
150009170,ZSTO,"5 1/2"", L-80, 25 CR, 17 PPF, JFE LION PREMIUM TUBING",NO,15
150009171,ZSTO,"PUP JOINT 5 1/2"", L-80, 25 CR,17 PPF, JFE LION PREMIUM -4FT",NO,15
150009172,ZSTO,"PUP JOINT 5 1/2"", L-80, 25 CR,17 PPF, JFE LION PREMIUM -6FT",NO,15
150009173,ZSTO,"PUP JOINT 5 1/2"", L-80, 25 CR,17 PPF, JFE LION PREMIUM -8FT",NO,15
150009174,ZSTO,"TUBING 3-1/2"" 12.7 PPF SUPER DUPLEX 125 KSI 25CR-7-4 JFE LION PREMIUM CONNECTION",M,15
150009175,ZSTO,"PUP JOINT 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI 25CR-7-4 JFE LION PREM CONN LENGTH - 4FT",NO,15
150009176,ZSTO,"PUP JOINT 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI 25CR-7-4 JFE LION PREM CONN LENGTH - 6FT",NO,15
150009177,ZSTO,"PUP JOINT 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI 25CR-7-4 JFE LION PREM CONN LENGTH - 8FT",NO,15
150009178,ZSTO,"PUP JOINT 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI 25CR-7-4 JFE LION PREM CONN LENGTH -10FT",NO,15
150009179,ZSTO,"CROSSOVER 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI JFE LION BOX X VAM TOP PIN",NO,15
150009180,ZSTO,"CROSSOVER 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI JFE LION PIN X VAM TOP BOX",NO,15
150009181,ZSTO,"CROSSOVER 3-1/2"" 12.7 PPF SUPER DUPLEX125 KSI JFE LION PIN X IF BOX",NO,15
150009182,ZSTO,"COUPLING 3-1/2"" 12.7 PPF SUPER DUPLEX 125 KSI 25CR-7-4 JFE LION BOX X BOX",NO,15
150009183,ZSTO,"TEST SUB 3-1/2"" 12.7 PPF ONE PAIR CONSIST OF PIN & BOX CAP JFE LION PREM CONNECTION",NO,15
150009184,ZSTO,GASKET SPIRAL WOUND ID1232X1262XOD X1288MMX1307MMX4.5MM THICK RING 3.2MM T,NO,15
150009185,ZSTO,GASKET SPIRAL WOUND ID1010X1040XOD 1066MMX1085MM OD T 4.5MM RING 3.2MM,NO,15
150009186,ZSTO,GASKET SPIRAL WOUND ID1206MMX1236MMXOD1262MMX1281MM T:4.5M RING 3.2MM,NO,15
150009187,ZSTO,"BALL & STEM 10/64"" TUNGSTEN CARBIDE FOR 1.5""OD GLV",NO,15
150009188,ZSTO,"BALL & STEM 24/64"" TUNGSTEN CARBIDE FOR 1.5""OD GLV",NO,15
150009189,ZSTO,"SEAT WITH O-RING 10/64"" SEAT:TC,O-RING:VITON FOR 1.5""OD GLV",NO,15
150009190,ZSTO,"SEAT WITH O-RING 24/64"" SEAT:TC,O-RING:VITON FOR 1.5""OD GLV",NO,15
150009191,ZSTO,"BALL & STEM 10/64"" TUNGSTEN CARBIDE FOR 1""OD GLV",NO,15
150009192,ZSTO,"SEAT WITH O-RING 10/64"" SEAT:TC,O-RING:VITON FOR 1""OD GLV",NO,15
150009193,ZSTO,"CROSSOVER 2 -7/8"" 6.4 PPF L-80,13CR PREMIUM PIN X 2-7/8"" 6.4 PPF L-80 13 CR EUE PIN",NO,15
150009194,ZSTO,"CROSSOVER 2 -7/8"" 6.4-6.5 PPF L-80* VAMTOP PIN X 2-7/8"" 6.4-6.5 PPF L-80 PREMIUM PIN",NO,15
150009195,ZSTO,"STRAINER ELEMENT Y TYPE, 150# 1"", SS316L, MESH40",NO,15
150009196,ZSTO,"CHANGE OVER PIN 15/16"" X 10 UN BOX 3/4"" X 16 UN OD 1.5""",NO,15
150009197,ZSTO,"TUBING 2-7/8"" OD 6.4-6.5 PPF, P-110 TSH BLUE THREAD",M,15
150009198,ZSTO,"PUP JOINT 2-7/8"" OD 6.4-6.5 PPF P-110 TSH BLUE 2 FT",NO,15
150009199,ZSTO,"PUP JOINT 2-7/8"" OD 6.4-6.5 PPF P-110 TSH BLUE 4 FT",NO,15
150009200,ZSTO,"PUP JOINT 2-7/8"" OD 6.4-6.5 PPF P-110 TSH BLUE 6 FT",NO,15
150009201,ZSTO,"PUP JOINT 2-7/8"" OD 6.4-6.5 PPF P-110 TSH BLUE 8 FT",NO,15
150009202,ZSTO,"PUP JOINT 2-7/8"" OD 6.4-6.5 PPF P-110 TSH BLUE 10 FT",NO,15
150009203,ZSTO,"CROSS OVER 2-7/8"" OD, 6.5 PPF P-110 EUE PIN X 2-7/8"" TSH BLUE BOX",NO,15
150009204,ZSTO,"CROSS OVER 2-7/8"" OD, 6.5 PPF P-110 EUE BOX X 2-7/8"" TSH BLUE PIN",NO,15
150009205,ZSTO,"CROSS OVER 2-7/8"" OD, 6.4-6.5 PPF, P-110, TSH BLUE BOX * 2-7/8 ABTC PIN",NO,15
150009206,ZSTO,"CROSS OVER 2-7/8"" OD, 6.4-6.5 PPF, P-110, ABTC BOX * 2 7/8"" TSH BLUE PIN",NO,15
150009207,ZSTO,"CROSS OVER 2-7/8"" OD, TSH BLUE PIN * 31/2 PLAIN END (BOX) P-110,6.5/12.7 PPF",NO,15
150009208,ZSTO,"CROSS OVER 2-7/8"" OD, 6.4-6.5 PPF, P-110, TSH BLUE BOX * 3-1/2 P110,PLAIN END PIN",NO,15
150009209,ZSTO,"CROSS OVER 2-7/8"" OD, 6.4-6.5 PPF, P-110, TSH BLUE PIN * 3-1/2 P110,PLAIN END PIN",NO,15
150009210,ZSTO,"TUBING 3 1/2""12.95/12.7 PPF P-110 GRADE VA SUPERIOR",M,15
150009211,ZSTO,"PUP JOINT 3-1/2"" OD, 12.95/12.7 PPF P-110 VA SUPERIOR - 2 FT",NO,15
150009212,ZSTO,"PUP JOINT 3-1/2"" OD, 12.95/12.7 PPF P-110 VA SUPERIOR - 4 FT",NO,15
150009213,ZSTO,"PUP JOINT 3-1/2"" OD, 12.95/12.7 PPF P-110 VA SUPERIOR - 6 FT",NO,15
150009214,ZSTO,"PUP JOINT 3-1/2"" OD, 12.95/12.7 PPF P-110 VA SUPERIOR - 8 FT",NO,15
150009215,ZSTO,"PUP JOINT 3-1/2"" OD, 12.95/12.7 PPF P-110 VA SUPERIOR - 10 FT",NO,15
150009216,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF P110 VA SUPERIOR PIN * 3-1/2"" 12.95 PPF P-110 EUE BOX",NO,15
150009217,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF P110 VA SUPERIOR BOX * 3-1/2"" 12.95 PPF P-110 EUE PIN",NO,15
150009218,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF P110 VA SUPERIOR PIN *3-1/2"" 12.7PPF P-110 PLAIN END(B)",NO,15
150009219,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF P110 VA SUPERIOR BOX *3-1/2"" 12.7PPF P-110 PLAIN END(P)",NO,15
150009220,ZSTO,"CROSS OVER 3-1/2 VA SUPERIOR(P) *2-7/8P-110 12.7/6.5 PPF, EUE BOX",NO,15
150009221,ZSTO,"CROSS OVER 3-1/2 VA SUPERIOR(B) *2-7/8P-110 12.7/6.5 PPF, EUE PIN",NO,15
150009222,ZSTO,"PRESSURE GAUGE GLYCERINE 1/2"" NPTM 0-160 KG/CM2 SS316 4""PANEL MOUNTED",NO,15
150009223,ZSTO,"PRESSURE GAUGE GLYCERINE 1/2"" NPTM 0-40 KG/CM2 SS316 4""DIAL PANEL MOUNTED",NO,15
150009224,ZSTO,"TUBING 2-7/8"" OD 6.5 PPF J-55 EUE -BORONISED TUB",API,15
150009225,ZSTO,"SUCKER ROD COUPLING 7/8"" BORONISED -",API,15
150009226,ZSTO,"TUBING 4-1/2"" Q-125 GRADE 15.5 PPF JFELION PREM. JOINT",M,15
150009227,ZSTO,"PUP JOINT 4 1/2"" Q-125 GRADE 15.5 PPF JFE LION PREM. JOINT 4 FT",NO,15
150009228,ZSTO,"PUP JOINT 4 1/2"" Q-125 GRADE 15.5 PPF JFE LION PREM. JOINT 6 FT",NO,15
150009229,ZSTO,"PUP JOINT 4 1/2"" Q-125 GRADE 15.5 PPF JFE LION PREM. JOINT 8 FT",NO,15
150009230,ZSTO,"PUP JOINT 4 1/2"" Q-125 GRADE 15.5 PPF JFE LION PREM. JOINT 10 FT",NO,15
150009231,ZSTO,"CROSS OVER 4 1/2""Q-125 15.5 PPF JFE LION PREM. PIN X JFE LION PREM. BOX",NO,15
150009232,ZSTO,"CROSS OVER 4 1/2""Q-125 15.5 PPF JFE LION PREM. BOX.X EUE PIN",NO,15
150009233,ZSTO,"CROSS OVER 4 1/2""Q-125 15.5 PPF JFE LION PREM. PIN X EUE BOX",NO,15
150009234,ZSTO,"CROSS OVER 3-1/2"" 9.2-9.3 PPF L-80 EUEBOX X 5"", L-80, 18 PPF, BTC PIN",NO,15
150009235,ZSTO,"CROSS OVER 3-1/2"", 9.2-9.3 PPF, L-80 EUE PIN X 5"" 18 PPF BTC BOX",NO,15
150009236,ZSTO,"TUBING 2-7/8"" 6.4-6.5 PPF L-80 TSH BLUE PREM",M,15
150009237,ZSTO,"TUBING 3-1/2"" 9.2-9.3 PPF L-80 VA(SUPERIOR),PREM",M,15
150009238,ZSTO,"PUP JOINT 2-7/8"" 6.4-6.5 PPF L-80,TSH BLUE, PREM-2 FT",NO,15
150009239,ZSTO,"PUP JOINT 2-7/8"" 6.4-6.5 PPF ,L-80 TSHBLUE PREM-4 FT",NO,15
150009240,ZSTO,"PUP JOINT 2-7/8"" 6.4-6.5 PPF L-80,TSH BLUE PREM-6 FT",NO,15
150009241,ZSTO,"PUP JOINT 2-7/8"" 6.4-6.5 PPF L-80,TSH BLUE PREM-8 FT",NO,15
150009242,ZSTO,"PUP JOINT 3-1/2"" OD, 9.2-9.3 PPF,L-80 VA SUPERIOR PREM-4 FT",NO,15
150009243,ZSTO,"PUP JOINT 3-1/2"" OD, 9.2-9.3 PPF,L-80 VA SUPERIOR PREM-6 FT",NO,15
150009244,ZSTO,"PUP JOINT 3-1/2"" OD, 9.2-9.3 PPF,L-80 VA SUPERIOR PREM-8 FT",NO,15
150009245,ZSTO,"CROSSOVER 2 7/8""6.4 PPF L-80 TSH BLUE BOX X 27/8"" 6.5 PPF,L-80 EUEP",NO,15
150009246,ZSTO,"CROSSOVER 2 7/8""6.4 PPF L-80 TSH BLUE PIN X 27/8"" 6.5 PPF,L-80 EUEB",NO,15
150009247,ZSTO,"CROSSOVER 3-1/2, 9.2-9.3 PPF L-80 VA SUPERIOR PIN 3-1/2,9.3 PPF L-80 PLAIN END",NO,15
150009248,ZSTO,"CROSSOVER 3-1/2, 9.2-9.3 PPF L-80 VA(SUPERIOR)BOX 3-1/2 9.3 PPF L-80 PLAIN END",NO,15
150009249,ZSTO,"CROSS OVER 2-7/8"" OD, 2-7/8""EUE P 2-7/8""TSH BLUE(P) 6.5 PPF",NO,15
150009250,ZSTO,"X-OVER 3-1/2"" 9.3 PPF, L-80 EUE PIN X 3-1/2"" 9.2 -9.3 PPF L-80 PLAIN END",NO,15
150009251,ZSTO,"X-OVER 3-1/2"" 9.3 PPF, L-80 EUE BOX X 3-1/2"" 9.2 -9.3 PPF L-80 PLAIN END",NO,15
150009252,ZSTO,"CROSS OVER 3 1/2"" 12.7 PPF P110 EUE PIN X 3-1/2 12.7 PPF P110 PLAIN END BOX",NO,15
150009253,ZSTO,"CROSS OVER 3 1/2"" 12.7 PPF P110 PLAIN END PIN X 3-1/2"" 12.7 PPF P-110 EUE BOX",NO,15
150009254,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7 PPF, P-110, TSH BLUE PIN X 2-7/8"" OD 8.7 PPF TSH BLUE PIN",NO,15
150009255,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7 PPF, P-110, TSH BLUE PIN X 2-7/8"" OD 8.7 PPF TSH BLUE BOX",NO,15
150009256,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7 PPF,P-110, TSH BLUE BOX X 2-7/8"" OD,8.7PPF, P-110,EUE PIN",NO,15
150009257,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7 PPF,P-110, TSH BLUE PIN X 2-7/8"" OD,8.7 PPF, P-110EUE BOX",NO,15
150009258,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7 PPF,P-110, TSH BLUE PIN X 2.7/8"" OD,8.7 PPF, P110,TSH BLU",NO,15
150009259,ZSTO,"CROSS OVER 2-7/8"" OD, 8.6-8.7PPF,P110,TSH BLUE PIN X 2-7/8"",8.7PPF,P110 EUE PIN",NO,15
150009260,ZSTO,"TUBING 4-1/2"" 15.1-15.5 PPF, P110 VA SUPERIOR",M,15
150009261,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 2FT VA SUPERIOR",NO,15
150009262,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 4FT VA SUPERIOR",NO,15
150009263,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 6FT VA SUPERIOR",NO,15
150009264,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 8FT VA SUPERIOR",NO,15
150009265,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 10FT VA SUPERIOR",NO,15
150009266,ZSTO,"PUP JOINT 4-1/2"" OD 15.1-15.5 PPF, P110 12FT VA SUPERIOR",NO,15
150009267,ZSTO,"PUP JOINT 3-1/2""12.95/12.7 PPF P110 VASUPERIOR 12 FT",NO,15
150009268,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR PIN X 3 1/2"" VA SUPERIOR PIN",NO,15
150009269,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR BOX X 3-1/2"" EUE BOX",NO,15
150009270,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR PIN X 3-1/2"" EUE PIN",NO,15
150009271,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR BOX X 3-1/2"" IF PIN",NO,15
150009272,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR PIN X 3-1/2"" IF BOX",NO,15
150009273,ZSTO,"CROSS OVER 3-1/2"" VA SUPERIOR PIN X 4-1/2"" IF BOX",NO,15
150009274,ZSTO,"TUBING 3-1/2""OD 15.5 - 15.8 PPF L-80 VA SUPERIOR",M,15
150009275,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 2 FT",NO,15
150009276,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 4 FT",NO,15
150009277,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 6 FT",NO,15
150009278,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 8 FT",NO,15
150009279,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 10 FT",NO,15
150009280,ZSTO,"PUP JOINT 3-1/2"" OD 15.5 - 15.8 PPF L-80 VA SUPERIOR 12 FT",NO,15
150009281,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR PIN X 3 1/2"" VA SUPERIOR PIN",NO,15
150009282,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR PIN X 3 1/2"" EUE BOX",NO,15
150009283,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR BOX X 3 1/2"" EUE BOX",NO,15
150009284,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR BOX X 3 1/2"" EUE PIN",NO,15
150009285,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR PIN X 3 1/2"" EUE PIN",NO,15
150009286,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR BOX X 3 1/2"" IF PIN",NO,15
150009287,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR PIN X 3 1/2"" IF BOX",NO,15
150009288,ZSTO,"CROSS OVER 3 1/2"" VA SUPERIOR PIN X 4 1/2"" IF BOX",NO,15
150009289,ZSTO,"PUP JOINT 2-7/8"" 6.4-6.5 PPF P110 TSH BLUE 12 FT",NO,15
150009290,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE PIN X 2-7/8"" TSH BLUE PIN",NO,15
150009291,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE BOX X 2-7/8"" EUE BOX",NO,15
150009292,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE PIN X 2-7/8"" EUE PIN",NO,15
150009293,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE BOX X 3 1/2"" IF PIN",NO,15
150009294,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE PIN X 3 1/2"" IF BOX",NO,15
150009295,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE PIN X 4 1/2"" IF BOX",NO,15
150009296,ZSTO,"TUBING 2-7/8"" OD 8.6-8.7 PPF P110 TSH BLUE",M,15
150009297,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 2FT TSH BLUE",NO,15
150009298,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 4FT TSH BLUE",NO,15
150009299,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 6FT TSH BLUE",NO,15
150009300,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 8FT TSH BLUE",NO,15
150009301,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 10FTTSH BLUE",NO,15
150009302,ZSTO,"PUP JOINT 2-7/8"" 8.6-8.7 PPF P110 12FTTSH BLUE",NO,15
150009303,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE BOX X 2-7/8"" EUE PIN",NO,15
150009304,ZSTO,"CROSS OVER 2-7/8"" TSH BLUE PIN X 2-7/8"" EUE BOX",NO,15
150009305,ZSTO,"TUBING 3-1/2""OD 15.5 - 15.8 PPF P110 VA SUPERIOR",M,15
150009306,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 2FT VA SUPERIOR",NO,15
150009307,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 4FT VA SUPERIOR",NO,15
150009308,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 6FT VA SUPERIOR",NO,15
150009309,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 8FT VA SUPERIOR",NO,15
150009310,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 10FT VA SUPERIOR",NO,15
150009311,ZSTO,"PUP JOINT 3-1/2"" OD 15.5-15.8PPF P110 12FT VA SUPERIOR",NO,15
150009312,ZSTO,"PUP JOINT 2-7/8""OD 6.4-6.5 PPF L80 4FTTSH BLUE",NO,15
150009313,ZSTO,"PUP JOINT 2-7/8""OD 6.4-6.5 PPF L80 10FT TSH BLUE",NO,15
150009314,ZSTO,"PUP JOINT 2-7/8""OD 6.4-6.5 PPF L80 12FT TSH BLUE",NO,15
150009315,ZSTO,"CROSS OVER 4-1/2"", 20 PPF ,IF BOX X 3 1/2"" 12.7PPF L-80 JFE LION PIN",NO,15
150009316,ZSTO,"CROSS OVER 4-1/2"" 23.7 PPF L-80 (PLAINEND) BOX 3-1/2""12.7 PPF L-80 JFE LION PIN",NO,15
150009317,ZSTO,"CROSS OVER 4-1/2"" 23.7 PPF L-80 PLAIN END PIN 3-1/2""12.7 PPF L-80 JFE LION BOX",NO,15
150009318,ZSTO,"TUBING 3 1/2"" OD 12.7 PPF L-80 VA(SUPERIOR)",M,15
150009319,ZSTO,"PUP JOINT 3-1/2"" OD 12.7-12.95 PPF L-80 VA(SUPERIOR) LENGTH 4'",NO,15
150009320,ZSTO,"PUP JOINT 3-1/2"" OD 12.7-12.95 PPF L-80 VA(SUPERIOR) LENGTH 6'",NO,15
150009321,ZSTO,"PUP JOINT 3-1/2"" OD 12.7-12.95 PPF L-80 VA(SUPERIOR) LENGTH 8'",NO,15
150009322,ZSTO,"PUP JOINT 3-1/2"" OD 12.7-12.95 PPF L-80 VA(SUPERIOR) LENGTH 10'",NO,15
150009323,ZSTO,"CROSS OVER 3 1/2"" OD 12.7 PPF L-80 VA(SUPERIOR)BOX X 3 1/2"" OD 12.7 PPF L80 ABTC-II PIN",NO,15
150009324,ZSTO,"CROSS OVER 3 1/2""OD 12.7 PPF L-80 VA(SUPERIOR)PIN X 3 1/2""OD 12.7 PPF L80 ABTC-II BOX",NO,15
150009325,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF L80 VA(SUPERIOR)PIN X 3 1/2"" OD 13.3 PPF IF BOX",NO,15
150009326,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF L80 VA(SUPERIOR)BOX 3 1/2""13.3 PPF IF PIN",NO,15
150009327,ZSTO,"CROSS OVER 3 1/2""12.7-12.95 PPF L-80 V(SUPERIOR)PIN X 4 1/2"" 19.5 PPF IF BOX",NO,15
150009328,ZSTO,"CROSS OVER 3 1/2""12.7-12.95 PPF L80 VA(SUPERIOR)BOX X 2 7/8""8.7 PPF L-80 EUE PIN",NO,15
150009329,ZSTO,"CROSS OVER 3 1/2""12.7 PPF L80 ABTC-II BOX X 2 7/8"" 8.7 PPF L-80 VA(SUPERIOR)PIN",NO,15
150009330,ZSTO,"CROSS OVER 3 1/2""12.7 PPF L-80 VA(SUPERIOR)BOX X 3 1/2""12.95 PPF L-80 EUE PIN",NO,15
150009331,ZSTO,"CROSS OVER 3 1/2"" 12.7 PPF L80 VA(SUPERIOR)PIN X 3 1/2""12.95 PPF L-80 EUE BOX",NO,15
150009332,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR) BOX 4 1/2"" 20 PPF L-80 IF PIN",NO,15
150009333,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR)PIN 3 1/2"" OD 13.3 PPF IF BOX",NO,15
150009334,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR) BOX 3 1/2"" OD 13.3 PPF PPF IF PIN",NO,15
150009335,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR) BOX 3 1/2"" OD 15.5 PPF L-80 VA(SUPERIOR)PI",NO,15
150009336,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR) BOX 3 1/2"" 12.7 PPF PPF L-80(PLAIN END)PIN",NO,15
150009337,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR)PIN 3 1/2"" 12.7 PPF L-80 (PLAIN END) BOX",NO,15
150009338,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF L-80 VA(SUPERIOR)BOX 3 1/2"" 12.7-12.95 PPF VAM TOP PIN",NO,15
150009339,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF L-80 VA(SUPERIOR)PIN 3 1/2"" 12.7-12.95 PPF VAM TOP BOX",NO,15
150009340,ZSTO,"CROSS OVER 3-1/2"" 12.7 PPF L-80 VA(SUPERIOR)PIN 3 1/2"" 9.3 PPF L-80 EUE BOX",NO,15
150009341,ZSTO,"CROSS OVER 3-1/2"" 12.7-12.95PPF L-80 VA(SUPERIOR)PIN 3 1/2"" 9.3 PPF ABTC 4S PIN",NO,15
150009342,ZSTO,"CROSS OVER 3 1/2"" 12.7 PPF,P110 VA(SUPERIOR) BOX 2 7/8"" 8.6 PPF P-110 ABTC II PIN",NO,15
150009343,ZSTO,"CROSS OVER 3 1/2"" 12.7 PPF,P110 VA(SUPERIOR) BOX 2 7/8"" 8.6 PPF P-110 PLAIN END PIN",NO,15
150009344,ZSTO,"TUBING 3-1/2"" OD, L-80 15.5-15.8 PPF VA(SUPERIOR)",M,15
150009345,ZSTO,"PUP JOINT 3-1/2"" OD, 15.5-15.8 PPF, L-80 VA(SUPERIOR) LENGTH 4 FT",NO,15
150009346,ZSTO,"PUP JOINT 3-1/2"" OD, 15.5 - 15.8 PPF L-80 VA(SUPERIOR) LENGTH 6 FT",NO,15
150009347,ZSTO,"PUP JOINT 3-1/2"" OD, 15.5 - 15.8 PPF L-80 VA(SUPERIOR) 8 FT",NO,15
150009348,ZSTO,"PUP JOINT 3-1/2"" OD, 15.5 - 15.8 PPF L-80 VA(SUPERIOR) 10 FT",NO,15
150009349,ZSTO,"CROSSOVER 3-1/2"",15.5-15.8 PPF L-80 VA(SUPERIOR)BOX 3 1/2"" 13.3 PPF IF PIN",NO,15
150009350,ZSTO,"CROSS OVER 3 1/2"" 15.5-15.8 PPF L-80 VA(SUPERIOR)PIN 3 1/2"" OD 13.3 PPF PPF IF BOX",NO,15
150009351,ZSTO,"CROSS OVER 3 1/2"" 15.5-15.8 PPF L-80 VA(SUPERIOR)PIN 4 1/2"" 20 PPF L-80 IF BOX",NO,15
150009352,ZSTO,"CROSS OVER 3 1/2"" 15.5-15.8 PPF L-80 VA(SUPERIOR)BOX 4 1/2"" 20 PPF L-80 IF PIN",NO,15
150009353,ZSTO,"CROSS OVER 3 1/2"" 15.5-15.8 PPF L-80 VA(SUPERIOR)BOX 2 7/8"" 8.7 PPF L-80 EUE PIN",NO,15
150009354,ZSTO,"CROSSOVER 3 1/2"" 15.5-15.8 PPF L-80 VA(SUPERIOR)BOX 2 7/8"" L-80 8.6 PPF (PLAIN END) PIN",NO,15
